predclass,age,workclass,native-country,education,marital-status,education-num,capital-gain,capital-loss,sex,race,relationship,sex-marital
0,11,3,6,0,0,10,0,0,0,4,5,0
0,4,1,7,5,1,8,0,0,0,4,3,1
0,5,3,7,3,1,6,0,0,1,4,3,6
1,44,3,5,3,0,2,95,0,1,1,0,5
0,39,0,5,4,0,9,0,0,1,1,0,5
0,4,3,7,4,1,9,0,0,0,4,3,1
0,0,3,7,3,1,5,0,0,1,4,3,6
1,12,3,8,4,0,9,0,0,1,4,0,5
1,11,1,7,5,0,8,0,0,1,4,0,5
0,45,3,7,5,4,8,0,0,0,4,1,4
0,22,3,7,5,3,8,28,0,1,2,1,8
0,13,1,7,5,1,8,0,0,1,4,1,6
0,3,5,6,3,1,6,0,0,1,4,4,6
0,1,1,7,3,1,6,0,0,1,4,3,6
0,37,3,7,5,1,8,0,0,1,4,3,6
1,32,3,7,4,0,9,0,0,1,4,0,5
0,16,1,2,2,0,15,0,0,1,1,0,5
1,33,3,7,1,0,12,0,0,1,4,0,5
0,40,3,7,5,0,8,0,0,1,4,0,5
0,33,1,7,5,3,8,0,0,0,4,3,3
1,28,3,7,1,0,12,0,0,1,4,0,5
1,24,3,7,4,0,9,0,0,1,4,3,5
0,6,3,7,5,0,8,0,0,1,4,0,5
0,6,3,7,1,1,12,0,0,0,4,1,1
0,30,3,4,5,0,8,0,0,0,4,5,0
0,22,4,4,1,0,12,0,0,1,1,0,5
1,12,3,7,0,0,10,0,50,1,4,0,5
0,29,3,7,5,0,8,0,0,1,2,0,5
0,1,3,7,3,1,2,0,0,1,4,3,6
0,51,3,7,3,0,3,0,0,1,4,0,5
1,45,3,7,0,0,10,0,0,1,4,0,5
0,26,3,7,0,0,11,0,0,1,4,0,5
0,18,3,7,5,0,8,0,0,1,4,0,5
0,4,3,7,5,1,8,0,0,0,4,3,1
0,4,1,7,4,1,9,0,0,1,4,3,6
0,24,1,7,0,3,10,0,0,0,4,4,3
0,44,3,7,5,0,8,0,0,1,4,0,5
0,7,3,7,5,1,8,0,0,1,4,1,6
0,4,3,7,5,1,8,0,0,1,2,3,6
0,19,1,6,3,0,2,0,0,1,4,0,5
0,20,1,7,0,1,10,0,0,0,4,1,1
1,52,3,7,3,0,7,102,0,1,4,0,5
0,32,0,7,4,3,9,0,0,0,4,1,3
1,38,3,7,5,0,8,0,0,1,4,0,5
0,4,3,7,5,0,8,0,0,1,4,0,5
0,1,3,7,3,1,5,0,0,1,4,3,6
0,9,3,7,5,0,8,0,0,1,2,1,5
0,3,5,8,4,1,9,0,0,0,4,3,1
0,29,3,7,5,0,8,68,0,1,4,0,5
0,6,3,7,3,1,5,0,0,1,4,1,6
1,31,3,7,5,0,8,0,0,1,4,0,5
1,19,3,7,5,0,8,0,51,1,4,0,5
0,25,1,7,6,3,13,0,0,1,4,1,8
1,24,1,7,6,0,13,0,0,1,4,0,5
0,28,3,6,0,4,11,0,0,0,4,4,4
0,35,3,7,5,3,8,55,0,1,4,1,8
0,5,1,7,1,1,12,0,0,0,2,3,1
0,3,3,7,4,1,9,28,0,0,4,1,1
0,10,3,7,5,3,8,0,0,1,4,1,8
0,19,3,7,5,3,8,0,0,1,4,1,8
0,17,3,7,5,0,8,0,0,1,0,0,5
1,21,3,7,6,0,13,0,0,1,4,0,5
0,3,5,7,4,1,9,0,0,0,4,3,1
0,30,3,7,5,3,8,0,0,0,4,4,3
0,4,3,7,5,0,8,0,0,1,4,0,5
0,16,3,7,5,1,8,0,0,1,4,1,6
0,14,1,7,0,1,11,0,0,1,4,4,6
0,44,3,6,3,0,7,0,0,1,4,0,5
0,29,3,7,3,0,5,0,0,1,2,0,5
1,38,1,7,6,0,13,0,0,1,2,0,5
0,2,1,7,4,1,9,0,0,1,4,3,6
1,22,3,7,5,0,8,0,0,1,4,0,5
0,44,3,7,5,0,8,0,0,1,4,0,5
0,11,3,7,4,0,9,0,0,1,4,0,5
0,11,3,7,3,0,5,0,0,1,4,0,5
1,44,5,7,5,0,8,0,0,1,4,0,5
0,44,3,7,5,0,8,0,0,1,4,0,5
0,37,3,7,4,0,9,0,0,1,4,0,5
0,33,4,3,4,0,9,0,0,1,4,0,5
1,20,1,7,6,0,13,0,0,0,4,5,0
0,0,5,7,3,1,6,0,0,0,4,3,1
0,39,3,7,5,0,8,0,0,0,4,5,0
1,14,3,7,1,3,12,0,0,0,4,1,3
1,15,1,7,1,0,12,0,0,0,4,5,0
0,11,3,7,3,3,6,0,0,0,4,4,3
0,17,3,7,0,0,10,0,0,1,4,0,5
0,16,3,7,3,1,5,0,0,0,4,3,1
0,25,3,7,0,3,10,0,0,0,4,1,3
0,47,3,7,0,0,10,0,0,1,4,0,5
0,12,3,7,4,0,9,0,0,1,4,0,5
0,24,5,6,3,0,2,0,0,1,4,0,5
0,28,3,7,4,0,9,0,0,1,4,0,5
1,31,3,7,6,0,13,0,0,1,4,0,5
0,27,3,7,4,3,9,0,0,0,4,1,3
0,17,0,7,4,1,9,0,0,1,4,1,6
0,23,3,7,5,1,8,0,0,1,4,1,6
0,28,3,7,5,0,8,0,60,1,4,0,5
0,6,3,7,4,1,9,0,0,0,4,3,1
1,34,3,7,1,0,12,0,0,1,4,0,5
0,7,3,7,5,0,8,45,0,1,4,0,5
1,40,3,7,1,4,12,104,0,1,4,4,9
0,6,3,7,4,1,9,0,37,0,4,1,1
1,17,3,7,4,0,9,0,0,1,4,0,5
0,19,3,7,5,3,8,69,0,1,4,1,8
1,39,4,7,7,0,14,0,0,1,4,0,5
0,25,3,7,5,3,8,0,0,0,4,4,3
0,28,4,7,1,0,12,0,0,1,4,0,5
1,21,3,7,1,0,12,112,0,1,4,0,5
1,12,1,7,0,0,10,98,0,1,4,0,5
0,37,3,7,1,3,12,0,13,1,4,1,8
1,23,3,7,5,0,8,0,0,1,4,0,5
0,12,3,7,5,0,8,0,0,1,4,0,5
0,18,0,7,1,1,12,0,0,1,4,3,6
0,30,3,7,5,3,8,0,0,0,4,4,3
0,34,3,7,0,1,10,0,0,0,4,1,1
0,11,3,6,5,1,8,0,0,1,4,2,6
1,41,3,7,5,0,8,0,0,1,4,0,5
0,7,3,7,5,1,8,0,0,0,4,3,1
0,29,1,7,5,3,8,0,0,1,4,1,8
0,40,3,7,3,0,5,0,0,1,2,0,5
0,5,3,7,5,1,8,0,0,1,4,2,6
0,11,3,6,1,1,12,0,0,1,2,1,6
0,0,5,7,3,1,5,0,0,1,4,3,6
0,6,3,7,5,1,8,0,0,1,4,3,6
0,2,3,7,5,1,8,0,0,1,4,1,6
0,49,1,7,5,4,8,0,0,0,2,4,4
0,21,3,7,4,0,9,0,0,1,4,0,5
0,22,0,7,4,3,9,0,0,0,2,4,3
0,22,5,7,3,0,7,0,0,1,4,0,5
1,30,3,7,5,0,8,81,0,1,4,0,5
0,22,3,7,5,3,8,0,0,1,4,3,8
0,5,3,7,4,1,9,0,0,1,4,3,6
0,19,3,7,5,1,8,0,0,1,2,3,6
0,15,3,5,4,0,9,0,0,1,1,0,5
0,12,5,7,5,1,8,0,0,1,4,1,6
0,26,1,7,1,1,12,0,0,1,4,1,6
0,34,3,7,5,0,8,0,0,1,4,0,5
0,25,3,7,3,0,2,0,0,1,4,0,5
0,15,1,7,3,1,7,0,0,0,4,4,1
0,17,3,7,4,1,9,0,0,1,4,3,6
0,34,3,7,0,0,10,0,0,1,4,0,5
0,21,3,7,1,0,12,0,0,1,4,0,5
0,4,3,7,5,1,8,0,0,1,2,3,6
0,16,4,7,1,1,12,0,0,0,4,1,1
0,17,3,7,5,0,8,0,0,1,4,0,5
0,15,3,7,5,0,8,0,0,1,4,0,5
0,21,5,7,0,1,10,0,0,1,4,3,6
1,10,4,7,5,0,8,0,0,1,2,0,5
1,18,4,7,4,0,9,0,0,1,4,0,5
0,12,1,7,1,1,12,0,0,1,4,1,6
0,23,3,7,5,0,8,0,0,1,4,0,5
0,29,3,7,3,0,3,0,0,1,2,0,5
0,20,3,7,5,1,8,0,0,0,2,4,1
0,21,4,7,5,0,8,56,0,1,4,0,5
1,20,3,6,4,0,9,0,50,1,2,0,5
1,27,3,7,1,0,12,0,0,1,4,0,5
0,8,3,7,6,1,13,0,0,1,4,1,6
0,21,3,7,5,1,8,0,0,1,4,4,6
0,17,1,7,0,3,11,0,0,0,4,4,3
1,33,4,7,5,0,8,0,51,1,4,0,5
1,29,3,7,4,0,9,0,0,1,4,0,5
0,3,3,6,3,1,2,0,0,1,4,4,6
1,30,1,7,0,0,10,0,0,1,4,0,5
1,29,3,7,2,0,15,0,0,1,4,0,5
0,17,3,7,0,3,11,0,0,1,4,1,8
0,44,3,7,5,0,8,0,0,1,4,0,5
0,38,1,7,4,3,9,0,0,0,2,1,3
0,19,3,7,5,1,8,0,0,1,4,1,6
1,11,3,7,4,1,9,104,0,0,4,1,1
0,5,3,7,5,1,8,0,0,1,4,1,6
0,17,3,7,4,1,9,0,0,0,2,3,1
0,16,3,7,4,1,9,0,0,1,2,1,6
0,10,3,7,5,1,8,0,0,0,4,3,1
0,26,0,7,6,0,13,79,0,1,4,0,5
1,38,3,7,3,0,5,122,0,1,4,0,5
0,22,4,7,3,2,5,0,37,0,4,1,2
0,3,3,6,4,1,9,0,0,1,4,3,6
0,21,3,7,5,1,8,0,0,1,2,1,6
0,13,3,7,4,1,9,0,0,1,4,1,6
0,4,3,6,3,1,6,0,0,1,4,3,6
0,43,3,7,5,0,8,0,0,1,4,0,5
0,26,3,7,4,1,9,0,0,1,4,1,6
1,19,3,7,5,0,8,0,0,1,4,0,5
0,6,3,6,4,1,9,0,0,0,4,4,1
1,40,1,7,4,0,9,95,0,1,2,0,5
0,8,1,7,5,1,8,0,0,1,2,2,6
0,21,3,7,5,3,8,0,0,0,2,4,3
0,5,3,7,5,0,8,0,0,1,4,0,5
0,6,3,6,3,1,2,0,0,1,4,1,6
0,44,4,7,5,1,8,0,0,0,4,1,1
0,11,3,7,4,3,9,0,0,1,4,1,8
0,0,5,7,3,1,6,0,0,0,4,3,1
0,4,3,7,4,1,9,0,0,0,4,3,1
0,32,3,7,6,0,13,0,0,1,4,0,5
0,20,3,7,3,3,7,0,0,1,4,3,8
0,6,3,6,4,1,9,0,0,0,4,3,1
0,21,4,7,4,0,9,53,0,1,4,0,5
1,17,1,7,1,0,12,0,0,0,4,5,0
0,4,3,6,5,1,8,0,0,0,4,3,1
1,10,1,7,4,0,9,0,0,1,2,0,5
1,40,3,7,5,0,8,0,0,1,4,0,5
0,5,3,7,5,1,8,0,0,1,2,3,6
0,3,3,7,4,1,9,0,0,0,3,1,1
1,32,4,7,4,0,9,0,0,0,4,5,0
0,21,3,7,5,0,8,0,0,1,4,0,5
0,23,3,7,1,0,12,0,0,1,4,0,5
0,27,3,6,5,0,8,0,19,1,2,0,5
0,20,4,7,4,0,9,0,0,0,4,5,0
0,40,3,7,6,3,13,0,0,1,4,1,8
0,39,3,7,3,1,3,0,0,0,4,3,1
0,24,3,7,0,3,11,0,0,1,4,1,8
0,33,4,4,5,0,8,0,0,1,1,0,5
0,16,3,7,3,1,4,0,0,1,4,1,6
0,12,3,7,6,0,13,0,0,1,4,0,5
1,11,0,7,1,0,12,81,0,1,4,0,5
0,18,3,7,3,0,5,0,0,1,4,0,5
0,19,3,7,5,3,8,0,0,1,4,4,8
1,28,3,7,2,3,15,0,93,0,2,4,3
0,13,4,7,0,1,11,0,0,1,4,3,6
0,18,4,7,5,0,8,0,0,1,4,0,5
0,10,3,7,0,0,10,0,0,1,4,0,5
0,5,3,4,5,1,8,0,0,1,4,1,6
0,7,3,7,4,1,9,0,0,1,4,3,6
1,30,3,7,1,0,12,0,0,1,4,0,5
1,30,3,7,4,0,9,0,0,1,4,0,5
0,1,3,7,3,1,6,0,0,0,4,3,1
0,1,3,7,4,1,9,0,0,1,4,3,6
1,14,1,7,5,3,8,0,0,1,4,1,8
0,26,4,7,6,3,13,0,0,0,4,4,3
0,28,3,7,5,0,8,68,0,1,3,0,5
0,22,3,7,5,0,8,0,0,1,4,0,5
0,13,3,7,1,1,12,0,0,1,4,1,6
0,5,3,7,4,1,9,0,0,0,4,1,1
0,13,4,7,5,0,8,0,0,1,4,0,5
1,19,3,7,2,0,15,0,0,1,4,0,5
0,3,1,7,0,1,11,0,0,1,4,1,6
0,44,5,6,3,0,1,67,0,1,4,0,5
0,10,3,7,5,0,8,0,51,1,4,0,5
1,42,1,7,4,0,9,0,0,1,4,0,5
0,43,3,7,5,0,8,0,0,1,4,0,5
0,26,3,7,1,3,12,0,0,0,4,1,3
0,18,3,7,5,3,8,0,0,1,4,1,8
1,23,3,7,1,0,12,0,0,1,4,0,5
0,3,3,7,3,0,6,48,0,1,4,2,5
0,30,3,7,6,0,13,0,0,1,4,0,5
0,23,3,7,0,3,11,0,0,1,4,1,8
0,3,3,7,5,1,8,0,0,1,4,3,6
0,58,5,7,4,0,9,0,0,1,4,0,5
0,8,3,7,4,1,9,0,0,0,4,3,1
1,30,3,7,0,0,10,0,0,1,4,0,5
1,12,4,7,0,4,11,0,0,0,4,4,4
0,17,3,7,5,0,8,0,0,1,4,0,5
0,28,1,7,1,3,12,0,0,0,4,1,3
0,6,3,7,4,1,9,41,0,1,4,3,6
0,29,3,7,0,4,11,0,0,0,4,4,4
0,24,1,7,4,3,9,0,0,0,2,1,3
1,12,3,7,1,0,12,0,0,1,4,0,5
0,0,3,7,3,1,6,0,0,1,0,3,6
0,22,3,7,3,0,4,0,0,1,4,0,5
0,20,3,7,5,1,8,0,0,0,2,4,1
0,17,3,8,5,0,8,0,0,1,2,0,5
0,3,3,7,5,1,8,0,0,1,4,1,6
0,1,5,7,5,1,8,0,28,0,1,3,1
1,35,3,7,0,0,10,0,0,1,4,0,5
0,25,1,7,0,0,11,0,0,0,0,5,0
0,5,3,6,3,0,2,0,0,1,4,0,5
0,49,1,7,4,3,9,0,0,0,4,1,3
0,18,3,7,5,0,8,0,0,1,4,0,5
1,23,1,7,0,1,11,0,0,1,4,1,6
0,4,3,7,5,3,8,0,0,0,0,4,3
0,34,1,7,5,3,8,0,0,1,4,4,8
0,17,3,7,3,0,5,0,0,1,4,0,5
0,7,3,7,5,0,8,0,0,1,4,0,5
0,26,3,7,1,2,12,0,0,0,4,4,2
1,17,3,7,1,0,12,0,0,0,4,5,0
0,25,1,7,6,1,13,0,0,0,4,4,1
0,24,3,7,0,1,10,0,0,1,4,1,6
0,4,3,7,5,1,8,0,0,0,4,3,1
0,47,1,7,3,0,3,0,0,1,4,0,5
0,7,0,7,5,1,8,0,54,0,4,1,1
0,6,3,7,4,1,9,0,0,1,4,3,6
0,12,3,7,5,0,8,0,0,1,4,0,5
0,27,4,7,5,3,8,0,0,0,4,4,3
0,11,3,7,1,0,12,0,0,1,4,0,5
1,16,4,7,5,0,8,0,0,1,4,0,5
0,18,3,7,4,0,9,0,0,1,4,0,5
0,24,3,7,3,2,5,0,0,0,4,1,2
1,25,3,7,1,0,12,0,0,1,2,0,5
1,34,4,7,4,0,9,0,0,1,4,0,5
0,15,3,6,3,1,6,0,0,0,2,4,1
0,20,3,7,5,1,8,0,0,1,4,3,6
0,1,3,7,3,1,6,0,0,0,4,3,1
0,7,3,7,0,1,10,0,0,0,4,3,1
0,12,5,7,4,3,9,0,0,0,4,4,3
0,28,3,7,4,0,9,0,0,1,4,0,5
1,35,0,7,1,0,12,0,0,1,4,0,5
0,18,3,7,5,1,8,0,0,0,4,1,1
0,29,4,7,1,3,12,0,0,0,4,1,3
1,46,3,7,5,4,8,0,0,1,4,4,9
1,15,1,7,1,0,12,0,0,0,4,5,0
0,7,3,7,5,1,8,3,0,0,4,3,1
0,55,5,1,4,0,9,0,0,1,4,0,5
0,18,5,7,4,1,9,0,0,1,4,4,6
0,12,3,7,1,1,12,0,0,0,4,1,1
1,18,3,7,1,0,12,98,0,1,4,0,5
0,53,3,7,3,0,5,0,0,1,4,0,5
1,48,5,7,1,0,12,83,0,1,4,0,5
0,19,3,7,5,1,8,0,0,0,4,1,1
1,36,3,7,5,0,8,70,0,1,2,0,5
0,32,1,7,5,0,8,0,0,1,4,0,5
1,43,3,7,7,0,14,0,51,1,4,0,5
0,1,3,7,3,1,6,0,0,1,4,3,6
0,4,3,3,4,1,9,0,0,1,4,3,6
0,25,3,7,3,1,5,0,0,1,2,1,6
0,8,1,7,6,1,13,0,0,0,4,1,1
0,15,3,7,5,0,8,0,0,1,4,0,5
0,8,4,8,5,0,8,0,0,1,4,0,5
1,30,3,7,1,0,12,95,0,1,4,0,5
0,13,3,7,0,1,10,0,0,0,4,1,1
0,4,5,7,0,1,11,0,0,0,4,3,1
0,21,4,7,1,0,12,0,0,1,4,0,5
0,17,3,7,5,0,8,0,60,1,4,0,5
0,20,3,7,0,1,11,0,0,0,4,1,1
1,39,3,7,5,0,8,0,0,0,4,5,0
0,35,1,7,0,0,10,0,0,1,4,0,5
0,6,3,7,1,1,12,0,0,1,4,3,6
0,12,1,7,5,0,8,0,0,1,4,0,5
1,28,3,7,5,0,8,0,0,1,4,0,5
0,6,1,7,1,1,12,0,0,0,4,1,1
1,28,3,7,6,0,13,0,0,1,4,0,5
0,13,3,7,1,1,12,0,0,1,4,1,6
0,28,3,7,1,0,12,0,0,1,4,0,5
0,9,3,7,5,0,8,0,0,1,4,0,5
0,6,3,7,4,0,9,0,0,1,4,0,5
0,7,3,8,4,1,9,0,0,0,4,3,1
1,26,3,7,6,4,13,78,0,1,4,4,9
0,25,3,7,5,3,8,0,0,1,4,4,8
0,55,3,7,4,4,9,0,0,0,4,1,4
0,4,5,7,4,1,9,0,0,0,4,3,1
1,40,3,7,1,0,12,112,0,1,4,0,5
0,7,3,7,1,0,12,0,0,1,4,0,5
0,10,3,7,5,0,8,0,0,1,4,0,5
0,37,3,7,5,0,8,0,0,1,4,0,5
1,25,1,7,5,0,8,0,0,1,4,0,5
0,0,3,7,3,1,4,0,0,1,2,3,6
1,31,3,7,1,0,12,0,0,1,4,0,5
0,22,3,7,1,3,12,0,0,0,4,1,3
1,24,4,7,1,0,12,98,0,1,4,0,5
0,33,3,8,3,0,3,0,0,0,4,5,0
0,40,3,7,5,3,8,0,0,1,4,1,8
1,27,1,7,2,0,15,0,0,1,4,0,5
0,3,5,7,5,1,8,0,0,0,4,1,1
0,32,3,7,5,0,8,0,0,1,4,0,5
0,27,3,7,0,1,11,9,0,0,2,4,1
0,25,3,7,0,1,10,0,0,1,4,1,6
0,1,5,7,4,1,9,0,0,1,4,3,6
0,1,3,7,3,1,7,0,0,1,4,3,6
0,34,3,7,5,4,8,0,0,0,2,4,4
0,11,3,7,1,1,12,0,0,0,4,1,1
1,22,3,7,0,0,11,112,0,0,4,5,0
0,8,3,7,5,0,8,0,0,1,4,0,5
1,24,3,7,7,0,14,0,55,1,4,0,5
1,22,3,7,4,0,9,0,0,1,4,0,5
0,25,4,7,3,3,6,0,0,0,4,4,3
0,16,3,7,5,1,8,0,29,0,4,1,1
0,46,5,7,3,0,5,0,0,1,4,0,5
1,30,3,7,4,3,9,0,0,0,4,4,3
0,10,1,7,1,0,12,0,0,1,4,0,5
1,22,3,7,6,0,13,0,47,1,4,0,5
0,3,3,7,4,1,9,0,0,1,4,3,6
0,32,3,7,5,1,8,0,0,0,4,1,1
0,53,5,7,5,0,8,0,0,1,4,0,5
0,29,3,7,5,0,8,0,40,1,4,0,5
1,30,3,7,5,0,8,0,0,1,4,0,5
0,18,3,7,3,1,4,0,0,1,4,1,6
0,7,3,7,5,1,8,0,0,1,4,1,6
0,5,5,7,4,1,9,0,0,1,4,1,6
0,26,3,7,1,3,12,0,0,0,4,1,3
1,43,1,8,6,0,13,0,0,1,4,0,5
1,36,3,7,3,0,6,0,0,1,4,0,5
0,30,3,7,4,3,9,0,0,0,4,4,3
0,17,3,7,4,0,9,0,0,1,4,0,5
0,20,3,7,0,1,10,0,0,1,4,1,6
0,18,3,7,5,1,8,0,0,1,4,3,6
0,6,3,7,4,1,9,0,0,0,4,1,1
0,10,5,7,5,0,8,0,0,0,4,3,0
0,12,3,7,5,1,8,0,0,1,4,2,6
0,6,3,7,4,1,9,0,0,1,4,1,6
0,18,3,7,5,3,8,0,0,0,4,1,3
0,1,5,7,5,1,8,0,0,0,4,3,1
0,10,1,7,1,1,12,0,0,0,4,1,1
0,39,5,7,4,3,9,0,0,0,4,1,3
0,23,3,7,5,1,8,0,0,0,4,1,1
0,14,3,7,1,0,12,0,0,1,4,0,5
0,1,3,7,4,1,9,28,0,1,4,4,6
0,8,3,7,0,1,11,0,0,0,4,1,1
0,19,3,7,4,1,9,0,0,0,2,4,1
0,21,3,7,3,3,5,0,0,1,4,1,8
0,35,3,7,5,4,8,0,0,1,4,1,9
0,6,3,6,5,1,8,0,0,1,4,4,6
1,31,4,7,4,0,9,0,0,1,4,0,5
0,17,5,7,5,1,8,0,0,0,2,4,1
1,29,3,7,5,0,8,0,0,1,4,0,5
0,9,3,7,5,2,8,0,0,1,4,1,7
0,30,3,7,5,0,8,0,0,1,4,0,5
0,4,5,7,4,1,9,0,0,0,4,3,1
0,48,3,7,1,3,12,91,0,1,4,1,8
0,14,1,7,5,0,8,0,0,1,2,0,5
1,21,3,7,5,0,8,98,0,0,4,5,0
0,51,3,7,5,0,8,0,0,1,4,0,5
0,9,3,2,1,1,12,0,0,0,1,2,1
0,25,3,7,5,3,8,0,0,1,4,1,8
1,32,3,7,5,0,8,0,0,1,4,0,5
1,25,3,5,1,0,12,0,50,0,1,5,0
1,22,3,7,6,0,13,98,0,1,4,0,5
0,14,4,7,3,0,4,0,0,1,4,0,5
0,11,1,7,1,0,12,0,0,1,4,0,5
0,19,3,7,1,3,12,0,0,0,4,1,3
1,25,1,7,4,0,9,0,0,0,4,5,0
0,45,3,7,5,0,8,0,0,1,4,0,5
0,4,3,7,5,1,8,0,0,1,4,3,6
0,4,3,6,4,1,9,0,0,0,3,3,1
0,43,5,7,5,0,8,0,0,1,4,0,5
0,5,3,7,4,1,9,0,0,0,4,3,1
0,13,3,7,3,0,5,0,0,1,4,0,5
0,47,3,7,5,4,8,0,0,0,4,1,4
1,11,3,7,1,0,12,112,0,0,4,5,0
1,24,4,7,0,0,11,0,50,1,4,0,5
0,8,3,7,5,1,8,0,0,1,4,2,6
0,10,3,7,5,0,8,0,0,1,4,0,5
0,23,3,7,0,0,11,0,0,1,4,0,5
1,41,3,7,4,0,9,0,0,1,4,0,5
0,14,3,7,7,1,14,0,0,0,4,1,1
0,33,1,7,5,4,8,0,0,0,4,4,4
0,10,3,7,5,3,8,0,0,1,4,4,8
0,14,5,7,5,1,8,0,0,1,0,3,6
0,33,3,7,1,0,12,0,0,1,4,0,5
1,28,3,7,5,0,8,0,0,1,2,0,5
0,16,3,7,3,1,7,0,0,1,2,3,6
0,45,3,7,4,3,9,0,54,1,4,1,8
0,21,3,4,5,0,8,0,60,1,4,0,5
0,2,3,7,4,1,9,0,0,0,4,3,1
0,13,3,7,3,0,6,0,0,0,2,5,0
0,21,3,7,4,3,9,0,0,0,4,3,3
1,25,4,7,5,0,8,0,0,1,4,0,5
0,32,4,7,4,3,9,0,0,1,4,1,8
1,36,3,7,6,0,13,0,51,1,4,0,5
1,28,1,6,4,0,9,0,50,1,4,0,5
0,7,3,7,4,1,9,0,0,0,2,3,1
0,12,3,7,0,1,10,0,0,0,4,3,1
0,7,3,7,4,1,9,80,0,0,4,3,1
1,21,0,8,1,0,12,0,0,1,4,0,5
0,8,4,7,0,1,10,0,0,1,4,4,6
0,34,1,7,3,0,5,0,0,1,0,0,5
0,0,5,7,3,1,6,0,0,0,4,3,1
0,2,3,7,4,1,9,0,0,0,4,3,1
1,21,3,7,4,0,9,0,0,1,4,0,5
0,43,3,7,5,3,8,0,0,0,4,1,3
0,12,4,7,5,1,8,0,0,1,4,1,6
0,49,5,7,4,4,9,0,98,0,2,4,4
0,11,0,7,3,0,5,0,0,0,0,5,0
1,19,3,6,5,0,8,0,0,1,4,0,5
0,40,5,6,5,0,8,0,0,1,3,0,5
0,7,3,7,0,1,11,0,0,1,4,3,6
0,26,3,7,0,1,11,0,0,0,4,1,1
1,12,4,7,7,0,14,0,0,1,4,0,5
1,50,4,7,7,0,14,115,0,1,4,0,5
0,3,3,7,5,1,8,0,0,1,4,3,6
0,4,3,7,4,1,9,0,0,1,1,3,6
0,3,3,7,3,1,5,0,0,1,4,3,6
1,25,3,7,0,0,11,0,0,1,4,0,5
0,3,3,7,4,1,9,0,0,0,4,3,1
0,2,1,7,5,1,8,0,0,1,4,3,6
0,17,3,7,5,0,8,0,0,1,4,0,5
0,23,1,7,1,1,12,0,0,0,4,4,1
0,16,3,7,4,3,9,0,0,0,2,4,3
0,19,3,7,4,3,9,0,0,0,4,1,3
1,26,3,7,0,3,11,0,82,1,4,1,8
0,24,1,7,5,3,8,0,0,0,2,4,3
1,17,1,7,5,0,8,0,0,1,4,0,5
1,16,3,0,0,0,11,0,0,1,3,0,5
0,30,3,7,5,0,8,0,0,1,4,0,5
0,24,3,6,3,0,1,0,0,1,4,0,5
1,23,3,7,5,2,8,0,0,1,4,1,7
0,11,3,7,1,1,12,0,0,1,2,3,6
1,45,4,7,5,0,8,0,0,1,4,0,5
0,12,3,7,5,3,8,0,0,0,4,4,3
0,29,3,7,4,3,9,0,0,0,4,1,3
0,11,3,7,5,1,8,0,0,1,4,1,6
0,40,0,7,5,3,8,0,0,0,4,1,3
0,5,3,7,4,1,9,0,0,0,4,3,1
0,11,1,7,0,1,11,0,0,0,4,1,1
0,7,3,7,1,1,12,0,0,0,4,1,1
1,37,4,7,1,3,12,119,0,1,4,1,8
0,5,3,7,3,3,6,0,0,1,4,1,8
0,19,1,7,1,1,12,0,0,0,2,4,1
0,33,3,7,4,3,9,0,0,0,4,4,3
0,1,3,7,3,1,6,0,0,1,4,3,6
1,35,1,7,0,0,11,0,0,1,4,0,5
0,24,3,8,3,0,3,0,0,1,4,0,5
0,4,5,7,5,1,8,0,0,0,4,1,1
0,19,3,7,1,1,12,0,41,0,4,1,1
1,17,4,7,1,1,12,0,0,0,4,1,1
0,4,3,7,0,1,10,0,0,1,4,3,6
0,29,3,7,5,1,8,0,0,1,4,1,6
0,40,5,7,4,0,9,0,0,1,4,0,5
0,44,1,7,6,1,13,0,0,0,4,4,1
0,5,1,7,4,1,9,0,0,1,4,3,6
0,16,5,7,3,3,6,0,0,1,4,3,8
1,19,1,7,7,0,14,112,0,0,4,5,0
0,26,1,7,6,3,13,4,0,0,4,4,3
1,8,3,1,0,0,11,0,0,0,1,5,0
0,0,3,7,3,1,5,0,0,1,4,2,6
1,28,3,7,0,0,10,70,0,1,4,0,5
0,13,3,7,7,1,14,0,26,1,4,1,6
0,23,3,7,6,1,13,0,0,1,4,1,6
0,14,1,7,6,1,13,0,0,1,4,1,6
1,25,3,7,1,0,12,0,0,1,4,0,5
1,36,3,7,5,0,8,0,0,1,4,0,5
0,20,3,6,3,0,1,0,0,1,4,0,5
0,20,1,7,5,2,8,0,0,0,4,4,2
1,37,3,7,4,0,9,0,0,0,4,5,0
0,19,3,7,5,3,8,0,0,0,4,3,3
0,29,3,7,4,3,9,0,0,0,4,4,3
0,29,3,7,1,0,12,0,0,1,4,0,5
0,15,3,7,3,0,4,0,0,1,4,0,5
0,0,3,7,3,1,6,3,0,1,4,3,6
0,25,1,7,1,3,12,0,0,1,2,1,8
0,20,1,7,5,1,8,0,0,1,4,1,6
0,12,3,7,5,0,8,0,0,1,4,0,5
1,37,3,7,1,0,12,0,0,1,4,0,5
0,21,3,7,3,0,7,0,0,1,4,0,5
0,29,1,7,5,0,8,0,0,1,4,0,5
0,7,3,7,5,0,8,0,0,1,4,0,5
0,40,3,4,3,0,1,0,0,1,4,0,5
0,42,3,7,3,0,1,0,0,1,4,0,5
